family_jetz,species_jetz,cd1,family_ritland,genus_ritland,species_ritland
Muscicapidae,Sheppardia cyornithopsis,4.9,Muscicapidae,Erithacus,cyornithopsis
Muscicapidae,Stiphrornis erythrothorax,4.8,Muscicapidae,Erithacus,erythrothorax
Muscicapidae,Tarsiger chrysaeus,4.25,Muscicapidae,Erithacus,chrysaeus
Muscicapidae,Tarsiger cyanurus,4.4,Muscicapidae,Erithacus,cyanueus
Musophagidae,Corythaeola cristata,9.7,Musophagidae,Corythaeola,cristata
Musophagidae,Corythaixoides concolor,7.75,Musophagidae,Corythaixoides,concolor
Musophagidae,Corythaixoides leucogaster,7.3,Musophagidae,Corythaixoides,leucogaster
Musophagidae,Corythaixoides personatus,8,Musophagidae,Corythaixoides,personata
Musophagidae,Crinifer piscator,9,Musophagidae,Crinifer,piscator
Musophagidae,Musophaga rossae,7.7,Musophagidae,Musophaga,rossae
Musophagidae,Musophaga violacea,8.4,Musophagidae,Musophaga,violacea
Musophagidae,Tauraco corythaix,8.95,Musophagidae,Tauraco,corythaix
Musophagidae,Tauraco erythrolophus,7.2,Musophagidae,Tauraco,erythrolophus
Musophagidae,Tauraco hartlaubi,7.6,Musophagidae,Tauraco,hartlaubi
Musophagidae,Tauraco leucotis,8.25,Musophagidae,Tauraco,leucotis
Musophagidae,Tauraco macrorhynchus,7.8,Musophagidae,Tauraco,macrorhynchus
Musophagidae,Tauraco porphyreolophus,7.8,Musophagidae,Tauraco,porphyreolophus
Nectariniidae,Aethopyga gouldiae,2.8,Nectariniidae,Aethopyga,gouldiae
Nectariniidae,Aethopyga ignicauda,3,Nectariniidae,Aethopyga,ignicauda
Nectariniidae,Aethopyga nipalensis,3.3,Nectariniidae,Aethopyga,nipalensis
Nectariniidae,Aethopyga saturata,3,Nectariniidae,Aethopyga,saturata
Nectariniidae,Aethopyga siparaja,3.25,Nectariniidae,Aethopyga,siparaja
Nectariniidae,Anthreptes collaris,3.15,Nectariniidae,Anthreptes,collaris
Nectariniidae,Anthreptes fraseri,3.6,Nectariniidae,Anthreptes,fraseri
Nectariniidae,Anthreptes longuemarei,3.1,Nectariniidae,Anthreptes,longuemarei
Nectariniidae,Anthreptes singalensis,3,Nectariniidae,Anthreptes,singalensis
Nectariniidae,Arachnothera flavigaster,5.1,Nectariniidae,Arachnothera,flavigaster
Nectariniidae,Arachnothera longirostra,3.8,Nectariniidae,Arachnothera,longirostra
Nectariniidae,Arachnothera magna,4.65,Nectariniidae,Arachnothera,magna
Nectariniidae,Hypogramma hypogrammicum,4,Nectariniidae,Hypogramma,hypogrammicum
Nectariniidae,Nectarinia adelberti,3,Nectariniidae,Nectarinia,adelberti
Nectariniidae,Nectarinia asiatica,2.8,Nectariniidae,Nectarinia,asiatica
Nectariniidae,Nectarinia chloropygia,2.7,Nectariniidae,Nectarinia,chloropygia
Nectariniidae,Nectarinia coccinigaster,3.8,Nectariniidae,Nectarinia,coccinigastra
Nectariniidae,Nectarinia cuprea,2.9,Nectariniidae,Nectarinia,cuprea
Nectariniidae,Nectarinia habessinica,3.3,Nectariniidae,Nectarinia,habessinica
Nectariniidae,Nectarinia johnstoni,3.7,Nectariniidae,Nectarinia,johnstoni
Nectariniidae,Nectarinia jugularis,2.9,Nectariniidae,Nectarinia,jugularis
Nectariniidae,Nectarinia olivacea,3.8,Nectariniidae,Nectarinia,olivacea
Nectariniidae,Nectarinia osea,2.8,Nectariniidae,Nectarinia,osea
Nectariniidae,Nectarinia reichenowi,3.3,Nectariniidae,Nectarinia,perussi
Nectariniidae,Nectarinia seimundi,3.1,Nectariniidae,Nectarinia,seimundi
Nectariniidae,Nectarinia sperata,3.3,Nectariniidae,Nectarinia,sperata
Nectariniidae,Nectarinia tacazze,3.5,Nectariniidae,Nectarinia,tacazze
Nectariniidae,Nectarinia venusta,2.8,Nectariniidae,Nectarinia,venusta
Nectariniidae,Nectarinia verticalis,3.8,Nectariniidae,Nectarinia,verticalis
Neosittidae,Daphoenositta chrysoptera,3.4,Sittidae,Neositta,chrysoptera
Neosittidae,Daphoenositta miranda,3.4,Sittidae,Daphoenositta,miranda
Numididae,Acryllium vulturinum,9.1,Phasianidae,Acryllium,vulturinum
Numididae,Agelastes niger,8.9,Phasianidae,Phasidus,niger
Numididae,Guttera pucherani,9.5,Phasianidae,Guttera,edouardi
Numididae,Guttera pucherani,9.5,Phasianidae,Guttera,pucherani
Numididae,Numida meleagris,8.866666666666667,Phasianidae,Numida,meleagris
Nyctibiidae,Nyctibius griseus,17.333333333333332,Nyctibiidae,Nyctibius,griseus
Odontophoridae,Callipepla douglasii,5.4,Phasianidae,Lophortyx,douglasii
Odontophoridae,Callipepla gambelii,5.1,Phasianidae,Lophortyx,gambelii
Odontophoridae,Callipepla squamata,4.7,Phasianidae,Callipepla,squamata
Odontophoridae,Colinus cristatus,4.85,Phasianidae,Colinus,leucopogon
Odontophoridae,Colinus cristatus,4.85,Phasianidae,Colinus,cristatus
Odontophoridae,Colinus virginianus,6.15,Phasianidae,Colinus,virginianus
Odontophoridae,Cyrtonyx montezumae,5.2,Phasianidae,Cyrtonyx,montezumae
Odontophoridae,Dendrortyx macroura,7.1,Phasianidae,Dendrortyx,macroura
Odontophoridae,Odontophorus columbianus,7.1,Phasianidae,Odontophorus,columbianus
Odontophoridae,Odontophorus gujanensis,7.1,Phasianidae,Odontophorus,gujanensis
Odontophoridae,Oreortyx pictus,5.4,Phasianidae,Oreortyx,picta
Odontophoridae,Philortyx fasciatus,4.4,Phasianidae,Philortyx,fasciatus
Opisthocomidae,Opisthocomus hoazin,7.05,Opisthocomidae,Opisthocomus,hoazin
Oriolidae,Oriolus albiloris,5.8,Oriolidae,Oriolus,albiloris
Oriolidae,Oriolus auratus,5.8,Oriolidae,Oriolus,auratus
Oriolidae,Oriolus brachyrhynchus,5.949999999999999,Oriolidae,Oriolus,brachyrhynchus
Oriolidae,Oriolus chinensis,5.9399999999999995,Oriolidae,Oriolus,chinensis
Oriolidae,Oriolus chlorocephalus,6.4,Oriolidae,Oriolus,chlorocephalus
Oriolidae,Oriolus cruentus,6.3,Oriolidae,Oriolus,cruentus
Oriolidae,Oriolus flavocinctus,6.7,Oriolidae,Oriolus,flavocinctus
Oriolidae,Oriolus larvatus,6,Oriolidae,Oriolus,larvatus
Oriolidae,Oriolus monacha,6.1,Oriolidae,Oriolus,monacha
Oriolidae,Oriolus nigripennis,5.8,Oriolidae,Oriolus,nigripennis
Oriolidae,Oriolus oriolus,5.9,Oriolidae,Oriolus,oriolus
Oriolidae,Oriolus sagittatus,6.4,Oriolidae,Oriolus,sagittaius
Oriolidae,Oriolus szalayi,6.6,Oriolidae,Oriolus,sxalayi
Oriolidae,Oriolus traillii,6.4,Oriolidae,Oriolus,traillii
Oriolidae,Oriolus xanthonotus,5.1,Oriolidae,Oriolus,xanthonotus
Oriolidae,Oriolus xanthornus,6.4,Oriolidae,Oriolus,xanthornus
Oriolidae,Sphecotheres vieilloti,6.65,Oriolidae,Sphecotheres,flaviventris
Oriolidae,Sphecotheres vieilloti,6.65,Oriolidae,Sphecotheres,vieilloti
Orthonychidae,Ifrita kowaldi,4.5,Muscicapidae,Ifrita,kowaldi
Orthonychidae,Melampitta lugubris,6.7,Muscicapidae,Melampitta,lugubris
Orthonychidae,Orthonyx spaldingii,6.8,Muscicapidae,Orthonyx,spaldingii
Orthonychidae,Orthonyx temminckii,4.95,Muscicapidae,Orthonyx,temminckii
Otididae,Ardeotis australis,15.2,Otididae,Chortotis,australis
Otididae,Ardeotis kori,17.1,Otididae,Chortotis,kori
Otididae,Chlamydotis undulata,13.8,Otididae,Chlamydotis,undulata
Otididae,Eupodotis afra,8.2,Otididae,Afrotis,atra
Otididae,Eupodotis melanogaster,10.8,Otididae,Lessotis,melanogaster
Otididae,Eupodotis ruficrista,9.6,Otididae,Lophotis,ruficrista
Otididae,Eupodotis senegalensis,10.5,Otididae,Eupodotis,senegalensis
Otididae,Neotis denhami,9.8,Otididae,Neotis,capra
Otididae,Otis tarda,15.9,Otididae,Otis,tarda
Otididae,Tetrax tetrax,8.9,Otididae,Tetrax,tetrax
Pachycephalidae,Hylocitrea bonensis,5.2,Muscicapidae,Hylocitrea,bonensis
Pachycephalidae,Pachycare flavogriseum,4,Muscicapidae,Pachycare,flavogrisea
Pachycephalidae,Pachycephala flavifrons,5.25,Muscicapidae,Pachycephala,flavifrons
Pachycephalidae,Pachycephala modesta,5,Muscicapidae,Pachycephala,modesta
Pachycephalidae,Pachycephala olivacea,5.8,Muscicapidae,Pachycephala,olivacea
Pachycephalidae,Pachycephala pectoralis,5.8,Muscicapidae,Pachycephala,pectoralis
Pachycephalidae,Pachycephala rufiventris,5,Muscicapidae,Pachycephala,rufiventris
Pachycephalidae,Pachycephala schlegelii,5.2,Muscicapidae,Pachycephala,schlegelii
Pachycephalidae,Pachycephala simplex,5.1,Muscicapidae,Pachycephala,simplex
Pachycephalidae,Rhagologus leucostigma,4.8,Muscicapidae,Rhagologus,leucostigma
Paradisaeidae,Astrapia mayeri,5.8,Paradisaeidae,Astrapia,mayeri
Paradisaeidae,Astrapia rothschildi,6.75,Paradisaeidae,Astrapia,rothchildi
Paradisaeidae,Astrapia splendidissima,5.6,Paradisaeidae,Astrapia,splendidissima
Paradisaeidae,Astrapia stephaniae,6.1,Paradisaeidae,Astrapia,stephaniae
Paradisaeidae,Cicinnurus magnificus,5.8,Paradisaeidae,Diphyllodes,magnificus
Paradisaeidae,Cicinnurus regius,5.65,Paradisaeidae,Cicinnurus,pegius
Paradisaeidae,Cicinnurus respublica,5.55,Paradisaeidae,Diphyllodes,respublica
Paradisaeidae,Epimachus fastuosus,7.1,Paradisaeidae,Epimachus,fastuosus
Paradisaeidae,Epimachus meyeri,8.1,Paradisaeidae,Epimachus,meyeri
Paradisaeidae,Lophorina superba,5.8,Paradisaeidae,Lophorina,superba
Paradisaeidae,Manucodia ater,8.4,Paradisaeidae,Manucodea,ater
Paradisaeidae,Manucodia comrii,9.1,Paradisaeidae,Manucodea,comrii
Paradisaeidae,Manucodia keraudrenii,8,Paradisaeidae,Phonygammus,keraudrenii
Paradisaeidae,Paradigalla carunculata,6.5,Paradisaeidae,Paradigalla,carunculata
Paradisaeidae,Paradisaea apoda,7.300000000000001,Paradisaeidae,Paradisaea,apoda
Paradisaeidae,Paradisaea guilielmi,7.8,Paradisaeidae,Paradisaea,guilielmi
Paradisaeidae,Paradisaea minor,6.5,Paradisaeidae,Paradisaea,minor
Paradisaeidae,Paradisaea raggiana,6.7,Paradisaeidae,Paradisaea,raggiana
Paradisaeidae,Paradisaea rubra,7,Paradisaeidae,Paradisaea,rubra
Paradisaeidae,Paradisaea rudolphi,7.4,Paradisaeidae,Paradisaea,rudolphi
Paradisaeidae,Parotia lawesii,8.5,Paradisaeidae,Parotia,lawesii
Paradisaeidae,Parotia sefilata,8.1,Paradisaeidae,Parotia,sefilata
Paradisaeidae,Parotia wahnesi,8.3,Paradisaeidae,Parotia,wahnesi
Paradisaeidae,Pteridophora alberti,5.8,Paradisaeidae,Pteridophora,alberti
Paradisaeidae,Ptiloris paradiseus,6.3,Paradisaeidae,Ptiloris,paradiseus
Paradisaeidae,Seleucidis melanoleucus,7,Paradisaeidae,Seleucidis,melanoleuca
Paradisaeidae,Semioptera wallacii,6.8,Paradisaeidae,Semioptera,wallacei
Pardalotidae,Pardalotus striatus,3.3,Dicaeidae,Pardalotus,melanocephalus
Paridae,Baeolophus bicolor,4.4,Paridae,Parus,bicolor
Paridae,Melanochlora sultanea,5.2,Paridae,Melanochlora,sultanea
Paridae,Parus atricapillus,3.3,Paridae,Parus,atricapillus
Paridae,Parus caeruleus,3.2,Paridae,Parus,caeruleus
Paridae,Parus dichrous,3.1500000000000004,Paridae,Parus,dichrous
Paridae,Parus elegans,3.9,Paridae,Parus,elegans
Paridae,Parus gambeli,3.2,Paridae,Parus,gambeli
Paridae,Parus monticolus,3.55,Paridae,Parus,monticolus
Paridae,Parus niger,3.533333333333333,Paridae,Parus,niger
Paridae,Parus niger,3.533333333333333,Paridae,Parus,major
Paridae,Parus palustris,3.5,Paridae,Parus,palustris
Paridae,Parus rubidiventris,3.1,Paridae,Parus,rubidiventris
Paridae,Pseudopodoces humilis,4,Corvidae,Pseudopodoces,humilis
Paridae,Sylviparus modestus,3.1500000000000004,Paridae,Sylviparus,modestus
Parulidae,Basileuterus culicivorus,3.9,Parulidae,Basileuterus,culicivorus
Parulidae,Basileuterus culicivorus,3.9,Parulidae,Basileuterus,hypoleucus
Parulidae,Basileuterus flaveolus,4.1,Parulidae,Basileuterus,flaveolus
Parulidae,Basileuterus leucoblepharus,4.3,Parulidae,Basileuterus,leucoblepharus
Parulidae,Cardellina rubrifrons,3.8,Parulidae,Capdellina,rubriprons
Parulidae,Dendroica caerulescens,3.5,Parulidae,Dendroica,caerulescens
Parulidae,Dendroica coronata,3.75,Parulidae,Dendroica,coronata
Parulidae,Dendroica discolor,3.2,Parulidae,Dendroica,discolor
Parulidae,Dendroica fusca,3.5,Parulidae,Dendroica,fusca
Parulidae,Dendroica magnolia,3.3,Parulidae,Dendroica,magnolia
Parulidae,Dendroica petechia,3.8,Parulidae,Dendroica,petechia
Parulidae,Dendroica striata,3.7,Parulidae,Dendroica,striata
Parulidae,Dendroica virens,3.2,Parulidae,Dendroica,virens
Parulidae,Ergaticus versicolor,3.9,Parulidae,Ergaticus,versicolor
Parulidae,Euthlypis lachrymosa,4.5,Parulidae,Euthlypis,lachrymosa
Parulidae,Geothlypis aequinoctialis,3.5,Parulidae,Geothlypis,aequinoctialis
Parulidae,Geothlypis trichas,3.5,Parulidae,Geothlypis,trichas
Parulidae,Helmitheros vermivorum,3.4,Parulidae,Helmitheros,vermivorus
Parulidae,Icteria virens,4.8,Parulidae,Icteria,virens
Parulidae,Limnothlypis swainsonii,4,Parulidae,Limnothlypis,swainsonii
Parulidae,Microligea palustris,3.7,Parulidae,Microlisea,palusiris
Parulidae,Mniotilta varia,3.6,Parulidae,Mniotilta,varia
Parulidae,Myioborus miniatus,3.7,Parulidae,Myioborus,miniatus
Parulidae,Oporornis agilis,4,Parulidae,Geothlypis,agilis
Parulidae,Oporornis formosus,4.3,Parulidae,Geothlypis,formosa
Parulidae,Oporornis philadelphia,3.95,Parulidae,Geothlypis,philadelphia
Parulidae,Parula pitiayumi,3,Parulidae,Pabula,piteayumi
Parulidae,Phaeothlypis fulvicauda,4.2,Parulidae,Phaeothlypis,fulvicauda
Parulidae,Protonotaria citrea,3.8,Parulidae,Protonotaria,citrea
Parulidae,Seiurus aurocapilla,4.3,Parulidae,Seiurus,aurocapillus
Parulidae,Seiurus noveboracensis,4,Parulidae,Seiurus,noveboracensis
Parulidae,Setophaga ruticilla,3.775,Parulidae,Setophaga,ruticilla
Parulidae,Vermivora celata,3.1,Parulidae,Vermivora,celata
Parulidae,Vermivora peregrina,3.1,Parulidae,Vermivora,peregrina
Parulidae,Vermivora ruficapilla,3.1,Parulidae,Vermivora,ruficapilla
Parulidae,Wilsonia canadensis,3,Parulidae,Wilsonia,canadensis
Parulidae,Wilsonia pusilla,3.3,Parulidae,Wilsonia,pusilla
Passeridae,Histurgops ruficaudus,4.7,Ploceidae,Plocepaser,ruficaula
Passeridae,Montifringilla nivalis,3.7,Ploceidae,Montifingilla,nivalis
Passeridae,Passer domesticus,2.5125,Ploceidae,Passer,domesticus
Passeridae,Passer griseus,3.9,Ploceidae,Passer,griseus
Passeridae,Passer hispaniolensis,3.6,Ploceidae,Passer,hispaniolensis
Passeridae,Passer luteus,3.4,Ploceidae,Passer,luteus
Passeridae,Passer rutilans,3.45,Ploceidae,Passer,rutilans
Passeridae,Petronia dentata,3.5,Ploceidae,Petronia,dentata
Passeridae,Petronia xanthocollis,3.4,Ploceidae,Petronia,xanthocollis
Passeridae,Philetairus socius,3.8,Ploceidae,Philetairus,socius
Passeridae,Plocepasser superciliosus,4.3,Ploceidae,Plocepaser,superciliosus
Passeridae,Pseudonigrita arnaudi,3.6,Ploceidae,Pseudonigrita,arnaudi
Passeridae,Sporopipes squamifrons,3,Ploceidae,Sporopipes,squamifrons
Pedionomidae,Pedionomus torquatus,4.25,Pediononidae,Pedionomus,torquatus
Pelecanidae,Pelecanus crispus,13.1,Pelecanidae,Pelecanus,crispus
Pelecanidae,Pelecanus erythrorhynchos,11.55,Pelecanidae,Pelecanus,erythrorhynshos
Pelecanidae,Pelecanus occidentalis,12.95,Pelecanidae,Pelecanus,occidentalis
Pelecanidae,Pelecanus onocrotalus,12.4,Pelecanidae,Pelecanus,roseus
Pelecanidae,Pelecanus rufescens,12.7,Pelecanidae,Pelecanus,rufescens
Pelecanoididae,Pelecanoides garnotii,6.5,Pelicanoididae,Pelacanoides,gapnoti
Pelecanoididae,Pelecanoides georgicus,5.7,Pelicanoididae,Pelacanoides,georgicus
Pelecanoididae,Pelecanoides magellani,5.8,Pelicanoididae,Pelacanoides,magellani
Pelecanoididae,Pelecanoides urinatrix,5.2,Pelicanoididae,Pelacanoides,urinatrix
Petroicidae,Amalocichla incerta,5.6,Muscicapidae,Amalocichla,incerta
Petroicidae,Drymodes brunneopygia,4.7,Muscicapidae,Drymodes,brunneopygia
Petroicidae,Eopsaltria australis,5.2,Muscicapidae,Eopsaltria,australis
Petroicidae,Eopsaltria griseogularis,4.9,Muscicapidae,Eopsaltria,griseogularis
Petroicidae,Eopsaltria pulverulenta,4.5,Muscicapidae,Peneoenanthe,pulverulenta
Petroicidae,Heteromyias albispecularis,6,Muscicapidae,Heteromyias,albispecularis
Petroicidae,Melanodryas cucullata,4.8,Muscicapidae,Petroica,cucullata
Petroicidae,Microeca fascinans,4.2,Muscicapidae,Microeca,leucophaea
Petroicidae,Microeca flavigaster,4.2,Muscicapidae,Microeca,flavigaster
Petroicidae,Monachella muelleriana,4.2,Muscicapidae,Monachella,muelleriana
Petroicidae,Pachycephalopsis hattamensis,5.9,Muscicapidae,Pachycephalopsis,hattamensis
Petroicidae,Pachycephalopsis poliosoma,6.3,Muscicapidae,Pachycephalopsis,poliosoma
Petroicidae,Peneothello cyanus,6.3,Muscicapidae,Peneothello,cyanus
Petroicidae,Peneothello sigillatus,5.7,Muscicapidae,Peneothello,sigillatus
Petroicidae,Petroica multicolor,3.8,Muscicapidae,Petroica,multicolor
Petroicidae,Petroica phoenicea,3.8,Muscicapidae,Petroica,phoenicea
Petroicidae,Petroica rosea,3.9,Muscicapidae,Petroica,rosea
Petroicidae,Poecilodryas hypoleuca,4.3,Muscicapidae,Poecilodryas,hypoleuca
Petroicidae,Poecilodryas superciliosa,4.4,Muscicapidae,Poecilodryas,superciliosa
Petroicidae,Tregellasia capito,4.3,Muscicapidae,Tregellasta,capito
Petroicidae,Tregellasia leucops,4.3,Muscicapidae,Tregellasta,leucops
Peucedramidae,Peucedramus taeniatus,3.4,Parulidae,Peucedramus,taeniatus
Phaethontidae,Phaethon aethereus,9.95,Phaethontidae,Phaethur,aetherueus
Phaethontidae,Phaethon lepturus,9.45,Phaethontidae,Phaethur,lepturus
Phaethontidae,Phaethon rubricauda,11.2,Phaethontidae,Phaethur,rubricauda
Phalacrocoracidae,Phalacrocorax atriceps,9.149999999999999,Phalacrocoracidae,Phalacrocorax,atriceps
Phalacrocoracidae,Phalacrocorax atriceps,9.149999999999999,Phalacrocoracidae,Phalacrocorax,albiventer
Phalacrocoracidae,Phalacrocorax auritus,8.5,Phalacrocoracidae,Phalacrocorax,auritus
Phalacrocoracidae,Phalacrocorax bougainvillii,7.7,Phalacrocoracidae,Phalacrocorax,bougainvillie
Phalacrocoracidae,Phalacrocorax carbo,8.6,Phalacrocoracidae,Phalacrocorax,carbo
Phalacrocoracidae,Phalacrocorax gaimardi,6.7,Phalacrocoracidae,Phalacrocorax,gaimardi
Phalacrocoracidae,Phalacrocorax harrisi,8.8,Phalacrocoracidae,Mannopterum,harrisi
Phalacrocoracidae,Phalacrocorax magellanicus,7.7,Phalacrocoracidae,Phalacrocorax,magellanicus
Phalacrocoracidae,Phalacrocorax melanoleucos,6.6,Phalacrocoracidae,Halietor,melanoleucos
Phalacrocoracidae,Phalacrocorax pelagicus,6.2,Phalacrocoracidae,Phalacrocorax,pelagicus
Phalacrocoracidae,Phalacrocorax pygmeus,6.8,Phalacrocoracidae,Halietor,pygmeus
Phalacrocoracidae,Phalacrocorax sulcirostris,7,Phalacrocoracidae,Phalacrocorax,sulcirostris
Phalacrocoracidae,Phalacrocorax urile,6.8,Phalacrocoracidae,Phalacrocorax,urile
Phalacrocoracidae,Phalacrocorax varius,7.7,Phalacrocoracidae,Phalacrocorax,varius
Phasianidae,Afropavo congensis,10.5,Phasianidae,Afropavo,congensis
Phasianidae,Alectoris chukar,7.2,Phasianidae,Alectoris,chukar
Phasianidae,Alectoris graeca,7.4,Phasianidae,Alectoris,graeca
Phasianidae,Alectoris melanocephala,8.4,Phasianidae,Alectoris,melanocephala
Phasianidae,Ammoperdix griseogularis,5,Phasianidae,Ammoperdix,griseogularis
Phasianidae,Arborophila brunneopectus,6.65,Phasianidae,Arborophila,brunneopectus
Phasianidae,Arborophila charltonii,5.3,Phasianidae,Tropicoperdix,charltonii
Phasianidae,Arborophila rufogularis,7.3,Phasianidae,Arborophila,rufogularis
Phasianidae,Argusianus argus,11.7,Phasianidae,Argusianus,argus
Phasianidae,Bambusicola thoracicus,6.3,Phasianidae,Bambusicola,thoracica
Phasianidae,Bonasa bonasia,7.55,Phasianidae,Ponasa,bonasia
Phasianidae,Bonasa umbellus,6.08,Phasianidae,Ponasa,umbellus
Phasianidae,Chrysolophus amherstiae,8.4,Phasianidae,Chrysolophus,amherstiae
Phasianidae,Coturnix chinensis,3.5,Phasianidae,Excalfactoria,chinensis
Phasianidae,Coturnix coturnix,4.8,Phasianidae,Coturnix,coturnix
Phasianidae,Coturnix delegorguei,4.2,Phasianidae,Coturnix,delegorguei
Phasianidae,Coturnix ypsilophora,3.8,Phasianidae,Synoichs,ypsilophorus
Phasianidae,Crossoptilon auritum,9.3,Phasianidae,Crossoptilon,auritum
Phasianidae,Dendragapus canadensis,7.7,Phasianidae,Dendragapus,canadensis
Phasianidae,Francolinus ahantensis,6.2,Phasianidae,Francolinus,ahantensis
Phasianidae,Francolinus albogularis,6,Phasianidae,Francolinus,albogularis
Phasianidae,Francolinus leucoscepus,7.6,Phasianidae,Francolinus,leucoscepus
Phasianidae,Francolinus sephaena,6.3,Phasianidae,Francolinus,sephaena
Phasianidae,Gallus gallus,4.484375,Phasianidae,Gallus,gallus
Phasianidae,Ithaginis cruentus,6.9,Phasianidae,Ithaginis,cruentus
Phasianidae,Lagopus lagopus,7.1,Phasianidae,Lagopus,lagopus
Phasianidae,Lagopus leucura,7.1,Phasianidae,Lagopus,leucurus
Phasianidae,Lagopus muta,7.6,Phasianidae,Lagopus,mutus
Phasianidae,Lophophorus impejanus,5.333333333333333,Phasianidae,Iophophorus,impeyanus
Phasianidae,Lophura edwardsi,9.3,Phasianidae,Lophura,edwardsi
Phasianidae,Lophura swinhoii,4.1,Phasianidae,Lophura,swainhoii
Phasianidae,Margaroperdix madagascariensis,4.9,Phasianidae,Margaroperdix,madagarensis
Phasianidae,Melanoperdix niger,7.4,Phasianidae,Melanoperdix,nigra
Phasianidae,Meleagris gallopavo,10.133333333333333,Phasianidae,Meleagris,gallopavo
Phasianidae,Meleagris ocellata,10.8,Phasianidae,Agriocharis,ocellata
Phasianidae,Pavo cristatus,9.2,Phasianidae,Pavo,cristatus
Phasianidae,Pavo muticus,10.3,Phasianidae,Pavo,muticus
Phasianidae,Phasianus colchicus,5.82,Phasianidae,Phasianus,colchicus
Phasianidae,Polyplectron napoleonis,7.2,Phasianidae,Polyplactron,emphanum
Phasianidae,Ptilopachus petrosus,5.4,Phasianidae,Ptilopachus,petrosus
Phasianidae,Rheinardia ocellata,8.8,Phasianidae,Rheinardia,ocellata
Phasianidae,Rollulus rouloul,6.3,Phasianidae,Rollulus,rouloul
Phasianidae,Syrmaticus reevesii,8.9,Phasianidae,Syrmaticus,reevesi
Phasianidae,Tetrao tetrix,6,Phasianidae,Tetrao,tetrix
Phasianidae,Tetrao urogallus,12,Phasianidae,Tetrao,urogallus
Phasianidae,Tetraogallus altaicus,9,Phasianidae,Tetraogallus,altaicus
Phasianidae,Tetraogallus tibetanus,5.2,Phasianidae,Tetraogallus,tibetanus
Phasianidae,Tragopan satyra,9.9,Phasianidae,Tragopan,satyra
Phasianidae,Tympanuchus cupido,8,Phasianidae,Tympanuchus,cupido
Philepittidae,Neodrepanis coruscans,3.3,Philepittidae,Neodrepanis,coruscans
Philepittidae,Philepitta castanea,5.766666666666667,Philepittidae,Philepitta,castanea
Philepittidae,Philepitta schlegeli,5.5,Philepittidae,Philepitta,schlegeli
Phoenicopteridae,Phoeniconaias minor,8.8,Phoenicopteridae,Phoeniconaias,minor
Phoenicopteridae,Phoenicoparrus andinus,8.3,Phoenicopteridae,Phoenicoparrus,andinus
Phoenicopteridae,Phoenicoparrus jamesi,8.4,Phoenicopteridae,Phoenicoparrus,jamesi
Phoenicopteridae,Phoenicopterus chilensis,8.8,Phoenicopteridae,Phoenicopterus,chilensis
Phoenicopteridae,Phoenicopterus ruber,9.2,Phoenicopteridae,Phoenicopterus,ruber
Phoeniculidae,Phoeniculus bollei,4.699999999999999,Phoeniculidae,Phoeniculus,bollei
Phoeniculidae,Phoeniculus purpureus,5.45,Phoeniculidae,Phoeniculus,purpureus
Phoeniculidae,Rhinopomastus cyanomelas,4.1,Phoeniculidae,Rhinopomastus,cyanomelas
Phoeniculidae,Rhinopomastus minor,3.9,Phoeniculidae,Rhinopomastus,minor
Picathartidae,Picathartes gymnocephalus,7.8,Muscicapidae,Picathartes,gymnocephalus
Picathartidae,Picathartes oreas,8.6,Muscicapidae,Picathartes,oreas
Picidae,Blythipicus pyrrhotis,6.8,Picidae,Blythipicus,pyrrhotis
Picidae,Campephilus magellanicus,7.6,Picidae,Campephilus,magellanicus
Picidae,Campephilus melanoleucos,6.6,Picidae,Campephilus,melanoleucos
Picidae,Campephilus robustus,6.6,Picidae,Campephilus,robustus
Picidae,Campephilus rubricollis,7.3,Picidae,Campephilus,rubicollis
Picidae,Campethera cailliautii,4.2,Picidae,Campethera,cailliautii
Picidae,Campethera nivosa,5,Picidae,Campethera,nivosa
Picidae,Campethera nubica,4.5,Picidae,Campethera,nubica
Picidae,Celeus castaneus,5.2,Picidae,Celeus,castaneus
Picidae,Celeus elegans,5.7,Picidae,Celeus,elegans
Picidae,Celeus flavescens,6,Picidae,Celeus,flavescens
Picidae,Chrysocolaptes lucidus,6.033333333333333,Picidae,Chrysocolaptes,lucidus
Picidae,Colaptes auratus,5.5600000000000005,Picidae,Colaptes,auratus
Picidae,Colaptes campestris,5.8,Picidae,Colaptes,campestris
Picidae,Colaptes rubiginosus,4.8,Picidae,Piculus,rubiginosus
Picidae,Dendrocopos canicapillus,3.7,Picidae,Picoides,canicapillus
Picidae,Dendrocopos darjellensis,4.88,Picidae,Picoides,darjellensis
Picidae,Dendrocopos hyperythrus,4.8,Picidae,Picoides,hyperythrus
Picidae,Dendrocopos maculatus,4,Picidae,Picoides,maculatus
Picidae,Dendrocopos minor,4.1,Picidae,Picoides,minor
Picidae,Dendrocopos obsoletus,3.3,Picidae,Picoides,obsoletus
Picidae,Dendropicos fuscescens,3.6,Picidae,Dendropicus,fuscescens
Picidae,Dinopium benghalense,6,Picidae,Dinopium,benghalense
Picidae,Dinopium rafflesii,5.8,Picidae,Dinopium,rafflesii
Picidae,Dryocopus javensis,6.75,Picidae,Dryocopus,javensis
Picidae,Dryocopus lineatus,6.8,Picidae,Dryocopus,lineatus
Picidae,Dryocopus martius,4.8,Picidae,Dryocopus,martius
